experiment,mode,result,attempt,path_length_m,time_s,encounters,personal_violations,intimate_violations,min_ped_dist_m,mean_angular_acceleration
22,social_astar,succeeded,0,32.865,113.59,8,11,4,0.293,0.183
23,social_astar,succeeded,0,32.398,103.87,9,14,3,0.134,0.1765
24,social_astar,succeeded,0,33.876,101.5,9,10,5,0.094,0.1958
25,social_astar,succeeded,0,35.209,100.55,9,9,4,0.034,0.192
1,dstar_social,timeout,0,37.139,217.74,23,31,7,0.101,0.284
2,dstar_social,succeeded,0,40.477,142.41,13,16,10,0.134,0.2675
3,dstar_social,succeeded,0,32.436,82.49,4,8,2,0.06,0.2026
4,dstar_social,succeeded,0,32.771,103.36,11,11,7,0.179,0.2539
5,dstar_social,succeeded,0,34.059,93.33,9,20,6,0.018,0.2293
6,dstar_social,aborted,0,7.692,24.44,2,6,1,0.239,0.3997
6,dstar_social,succeeded,1,39.92,109.78,7,10,0,0.457,0.1837
7,dstar_social,succeeded,0,32.495,85.11,9,10,6,0.23,0.2006
8,dstar_social,succeeded,0,33.213,135.16,13,20,4,0.074,0.1958
9,dstar_social,succeeded,0,32.305,126.14,10,16,7,0.126,0.1963
10,dstar_social,succeeded,0,32.61,100.39,6,8,1,0.39,0.2264
11,dstar_social,succeeded,0,33.14,94.32,11,12,5,0.166,0.2071
12,dstar_social,succeeded,0,33.169,127.11,11,15,5,0.03,0.1788
13,dstar_social,aborted,0,23.901,73.53,7,10,5,0.33,0.2886
13,dstar_social,succeeded,1,39.325,101.03,6,11,3,0.054,0.1932
14,dstar_social,succeeded,0,32.735,116.24,9,12,7,0.09,0.1596
15,dstar_social,succeeded,0,32.43,80.72,6,7,0,0.487,0.1675
16,dstar_social,succeeded,0,33.09,92.49,9,10,6,0.061,0.1935
17,dstar_social,succeeded,0,32.495,79.81,4,8,1,0.389,0.1595
18,dstar_social,aborted,0,38.196,160.58,9,12,5,0.248,0.1544
18,dstar_social,succeeded,1,36.364,92.68,9,11,2,0.067,0.1851
19,dstar_social,succeeded,0,32.617,81.12,6,7,0,0.473,0.1677
20,dstar_social,succeeded,0,32.843,89.85,7,11,17,0.275,0.1984
21,dstar_social,succeeded,0,32.455,100.84,7,11,6,0.063,0.1698
22,dstar_social,succeeded,0,32.895,82.17,7,8,2,0.283,0.1847
23,dstar_social,succeeded,0,33.86,99.29,6,8,6,0.085,0.2121
24,dstar_social,succeeded,0,32.679,102.74,8,14,6,0.063,0.1845
25,dstar_social,timeout,0,26.038,297.81,15,53,6,0.128,0.1156
